date,client_id,amount,type,category
2020-11-03,C078,308.27,income,Service
2020-11-11,C088,1556.34,income,Partial
2020-11-15,C088,2334.51,income,Partial
2020-11-04,C095,6096.55,income,Service
2020-11-29,C100,9550.39,income,Service
2020-12-01,SELF,1200.0,expense,Rent
2021-01-09,,4894.83,income,Service
2020-12-15,C002,607.01,income,Service
2021-01-12,,2155.15,income,Service
2021-01-12,C004,3778.86,income,Partial
2021-01-16,C004,5668.3,income,Partial
2021-01-07,C005,6060.48,income,Service
2020-12-13,C006,9695.57,income,Service
2020-12-03,C007,1423.79,income,Service
2020-12-27,C008,8298.92,income,Service
2020-12-28,C009,10466.65,income,Service
2021-01-10,C010,6401.5,income,Service
2021-01-11,C011,5680.3,income,Service
2020-12-31,C013,1505.48,income,Service
2020-12-06,C017,6312.5,income,Service
2020-12-03,C018,6410.97,income,Service
2020-12-03,C023,7207.74,income,Service
2020-12-28,C025,2047.54,income,UNKNOWN_ERROR
2021-01-01,C026,4972.22,income,Service
2021-01-13,C027,6506.65,income,Service
2020-12-13,C028,4270.16,income,Service
2020-12-05,C029,7972.98,income,Service
2020-12-14,C030,4716.69,income,Service
2020-12-23,C031,951.34,income,Service
2020-12-31,C034,3029.88,income,Partial
2021-01-04,C034,4544.83,income,Partial
2021-01-08,C038,10657.41,income,Service
2020-12-22,C039,7089.82,income,Service
2020-12-03,C040,2099.61,income,Service
2020-12-23,C041,6128.88,income,Service
2021-01-04,C044,8179.01,income,UNKNOWN_ERROR
2020-12-04,C045,1747.58,income,Service
2021-01-01,C046,5640.52,income,Service
2021-01-15,,8765.24,income,Service
2020-12-19,C057,11101.5,income,Service
2020-12-22,C060,5484.48,income,Service
2020-12-28,C070,16443.44,income,Service
2021-01-03,C077,5075.4,income,Service
2020-12-21,C082,15386.68,income,Service
2020-12-14,C085,1966.89,income,Service
2021-01-08,C086,1577.26,income,Partial
2021-01-12,C086,2365.89,income,Partial
2020-12-05,C088,14121.87,income,Service
2020-12-03,C096,4020.24,income,Service
2020-12-24,C097,2633.71,income,Service
2021-01-01,SELF,1200.0,expense,Rent
2021-01-27,C002,567.28,income,Service
2021-01-21,C003,883.21,income,Partial
2021-01-25,C003,1324.82,income,Partial
2021-02-06,C004,8817.67,income,Service
2021-01-31,C005,6292.79,income,UNKNOWN_ERROR
2021-02-11,C006,4147.06,income,Partial
2021-02-15,C006,6220.59,income,Partial
2021-02-02,C007,578.75,income,Partial
2021-02-06,C007,868.13,income,Partial
2021-01-18,C008,8501.85,income,Service
2021-02-13,C009,10551.57,income,Service
2021-01-21,C010,6256.79,income,Service
2021-01-14,C011,3871.39,income,Service
2021-01-09,C012,8036.83,income,Service
2021-02-01,C014,7692.49,income,Service
2021-01-26,C016,11880.07,income,Service
2021-01-15,C019,13402.54,income,Service
2021-01-09,C020,2703.92,income,UNKNOWN_ERROR
2021-02-02,C021,4923.77,income,Service
2021-02-04,C022,636.04,income,Partial
2021-02-08,C022,954.06,income,Partial
2021-01-12,C024,4437.96,income,UNKNOWN_ERROR
2021-01-16,C024,6656.94,income,Partial
2021-02-04,C026,4714.07,income,Service
2021-01-27,C030,4800.5,income,Service
2021-01-13,C031,531.09,income,Partial
2021-01-17,C031,796.64,income,Partial
2021-01-09,C032,2656.7,income,UNKNOWN_ERROR
2021-02-03,C034,5619.99,income,Service
2021-01-07,C035,4973.59,income,Partial
2021-01-11,C035,7460.38,income,Partial
2021-01-08,C036,4350.33,income,UNKNOWN_ERROR
2021-02-07,C037,4146.92,income,Partial
2021-02-11,C037,6220.38,income,Partial
2021-01-09,C038,6587.02,income,Service
2021-01-09,C038,6587.02,income,Service
2021-01-29,C040,1626.02,income,Partial
2021-02-02,C040,2439.03,income,Partial
2021-02-02,C041,10299.88,income,UNKNOWN_ERROR
2021-02-11,C042,11095.47,income,Service
2021-01-17,C044,7160.19,income,Service
2021-02-10,C045,1101.1,income,Service
2021-02-09,C047,1009.83,income,Service
2021-02-01,,12205.1,income,Service
2021-01-10,C053,2767.03,income,Service
2021-01-06,C055,852.53,income,Service
2021-02-03,C056,5154.56,income,Service
2021-01-08,C057,3790.33,income,Service
2021-01-23,C059,12821.3,income,UNKNOWN_ERROR
2021-01-27,C062,15899.29,income,Service
2021-01-11,,5486.25,income,Service
2021-02-02,C065,843.53,income,Partial
2021-02-06,C065,1265.29,income,Partial
2021-01-19,C066,4607.53,income,Service
2021-01-15,C074,9918.49,income,Service
2021-01-25,,755.74,income,Partial
2021-01-29,C075,1133.61,income,Partial
2021-02-13,C076,1781.88,income,Service
2021-01-25,C080,5854.22,income,Service
2021-01-16,C081,6307.83,income,Service
2021-02-01,C084,2865.22,income,Service
2021-01-09,C085,601.93,income,Service
2021-01-31,C089,6119.87,income,Partial
2021-02-04,C089,9179.81,income,Partial
2021-01-30,C096,2835.18,income,Partial
2021-02-03,C096,4252.78,income,Partial
2021-01-14,C097,1614.4,income,Service
2021-02-01,SELF,1200.0,expense,Rent
2021-02-08,C001,1874.69,income,Partial
2021-02-12,C001,2812.03,income,Partial
2021-03-05,C002,586.03,income,Service
2021-03-06,C003,2305.69,income,UNKNOWN_ERROR
2021-03-16,C004,8887.33,income,Service
2021-02-21,C005,5988.55,income,Service
2021-02-19,C006,10267.2,income,Service
2021-03-07,C007,1434.93,income,Service
2021-03-10,C008,3392.79,income,Partial
2021-03-14,C008,5089.18,income,Partial
2021-03-06,C009,10072.62,income,Service
2021-02-08,C010,5939.39,income,Service
2021-02-14,C011,3032.41,income,Partial
2021-02-18,C011,4548.62,income,Partial
2021-02-06,C012,8790.73,income,Service
2021-02-06,C015,2424.71,income,Service
2021-02-22,,12955.73,income,Service
2021-03-16,,7782.83,income,Service
2021-02-15,C024,5577.06,income,Service
2021-02-27,C028,4897.74,income,Service
2021-02-08,C030,6328.85,income,Service
2021-02-08,C032,4241.39,income,Service
2021-02-14,C033,8347.62,income,Service
2021-02-23,C034,7568.7,income,Service
2021-02-22,C035,12525.55,income,Service
2021-02-26,,3388.92,income,Service
2021-02-11,C037,4215.65,income,Partial
2021-02-15,C037,6323.47,income,Partial
2021-02-26,C041,9888.97,income,Service
2021-03-11,C043,7054.91,income,Service
2021-02-03,C045,1339.44,income,Service
2021-03-13,C046,8907.68,income,Service
2021-03-03,C047,314.14,income,Partial
2021-03-07,C047,471.21,income,Partial
2021-03-03,C048,16148.26,income,Service
2021-03-02,C049,12092.49,income,Service
2021-02-08,C052,1688.31,income,Service
2021-03-02,C053,412.85,income,Partial
2021-03-06,,619.28,income,Partial
2021-03-16,C054,11172.52,income,Service
2021-03-15,C056,2898.19,income,Partial
2021-03-19,C056,4347.29,income,Partial
2021-03-10,C057,6438.89,income,Service
2021-03-13,C060,2022.83,income,Service
2021-03-18,C062,9083.34,income,Service
2021-02-06,C065,1712.59,income,Service
2021-03-05,C070,13945.02,income,Service
2021-02-07,C074,6083.0,income,Service
2021-02-07,C074,6083.0,income,Service
2021-02-04,C078,123.8,income,Partial
2021-02-08,C078,185.7,income,Partial
2021-02-14,C083,9740.42,income,Service
2021-03-13,C090,9313.61,income,Service
2021-02-02,C091,18170.75,income,Service
2021-03-01,SELF,1200.0,expense,Rent
2021-04-02,C001,4715.13,income,Service
2021-03-05,C002,584.08,income,Service
2021-03-28,C003,857.95,income,Partial
2021-04-01,C003,1286.93,income,Partial
2021-03-13,C004,8764.41,income,Service
2021-04-07,C005,2326.6,income,Partial
2021-04-11,C005,3489.9,income,Partial
2021-03-22,C006,9830.23,income,Service
2021-04-08,C007,1489.94,income,Service
2021-03-26,C008,8269.88,income,Service
2021-03-18,C009,10826.17,income,Service
2021-03-14,C010,2412.0,income,Partial
2021-03-18,C010,3618.0,income,Partial
2021-03-22,C011,7744.38,income,UNKNOWN_ERROR
2021-03-23,C012,4584.29,income,Partial
2021-03-27,C012,6876.44,income,Partial
2021-04-15,C013,2213.66,income,Service
2021-03-18,C016,13357.76,income,Service
2021-03-05,C017,5936.33,income,UNKNOWN_ERROR
2021-03-19,C018,2384.38,income,UNKNOWN_ERROR
2021-03-23,C018,3576.57,income,UNKNOWN_ERROR
2021-03-14,C019,11189.05,income,Service
2021-04-03,C020,2237.98,income,Service
2021-04-03,C020,2237.98,income,Service
2021-03-07,C021,5076.17,income,Service
2021-03-06,C025,808.64,income,Partial
2021-03-10,C025,1212.95,income,Partial
2021-03-25,C028,3222.45,income,Service
2021-03-04,C029,3071.89,income,Partial
2021-03-08,C029,4607.84,income,Partial
2021-03-14,C030,6203.82,income,UNKNOWN_ERROR
2021-04-15,C033,11391.68,income,Service
2021-03-03,C035,11780.3,income,Service
2021-03-02,C040,4296.94,income,Service
2021-03-28,C041,2186.86,income,Partial
2021-04-01,C041,3280.3,income,Partial
2021-03-12,C042,8282.91,income,Service
2021-03-25,C043,4680.34,income,Service
2021-03-22,C046,10228.44,income,Service
2021-04-05,C048,13436.48,income,UNKNOWN_ERROR
2021-03-06,C049,10178.21,income,Service
2021-03-06,C049,10178.21,income,Service
2021-03-12,C050,818.47,income,Service
2021-03-12,C053,1997.21,income,Service
2021-03-13,C058,2189.93,income,Service
2021-04-09,C059,15020.0,income,Service
2021-03-13,C061,3216.07,income,Service
2021-04-10,C067,5178.7,income,UNKNOWN_ERROR
2021-03-30,C069,5797.49,income,Partial
2021-04-03,C069,8696.24,income,Partial
2021-03-09,C074,7837.67,income,Service
2021-03-05,C082,16161.25,income,Service
2021-03-17,C089,8372.87,income,Service
2021-03-30,C092,9667.86,income,Service
2021-03-20,C094,8590.16,income,Service
2021-03-08,C096,5160.45,income,Service
2021-03-18,C097,2274.57,income,Service
2021-04-01,SELF,1200.0,expense,Rent
2021-04-25,C001,4809.38,income,Service
2021-04-02,C003,2167.89,income,Service
2021-04-21,C005,5985.64,income,Service
2021-04-18,,9908.67,income,UNKNOWN_ERROR
2021-04-18,C007,1491.59,income,Service
2021-05-02,C008,7980.64,income,Service
2021-05-08,C009,10751.61,income,Service
2021-05-06,C010,6410.77,income,Service
2021-04-13,C013,577.02,income,Partial
2021-04-17,C013,865.53,income,Partial
2021-05-06,C016,11044.7,income,Service
2021-05-16,C018,10788.08,income,UNKNOWN_ERROR
2021-04-30,C023,13423.3,income,Service
2021-04-03,C024,10382.92,income,Service
2021-05-06,C032,4654.97,income,Service
2021-04-23,C034,8134.38,income,Service
2021-04-08,,4098.65,income,Service
2021-04-17,C038,11535.86,income,Service
2021-05-02,C039,5015.53,income,Partial
2021-05-06,C039,7523.29,income,Partial
2021-04-18,C040,3516.07,income,Service
2021-05-15,C042,5983.61,income,Service
2021-05-07,C043,3727.36,income,Service
2021-05-11,C045,624.96,income,Partial
2021-05-15,C045,937.44,income,Partial
2021-04-03,C048,15175.43,income,UNKNOWN_ERROR
2021-04-26,C050,736.17,income,Service
2021-04-15,C052,1061.8,income,Service
2021-04-21,C063,5370.79,income,Service
2021-05-10,C065,1587.06,income,Service
2021-04-13,C067,1056.18,income,Partial
2021-04-17,C067,1584.27,income,Partial
2021-05-11,C068,9959.2,income,UNKNOWN_ERROR
2021-04-28,C073,5606.1,income,Service
2021-05-14,C074,2349.12,income,Partial
2021-05-18,C074,3523.68,income,UNKNOWN_ERROR
2021-04-20,C084,2286.09,income,Service
2021-04-09,C087,2344.86,income,Service
2021-05-06,C089,8946.34,income,Service
2021-05-01,SELF,1200.0,expense,Rent
2021-06-14,C001,4703.79,income,Service
2021-05-28,C002,610.07,income,Service
2021-05-23,C003,2199.13,income,Service
2021-06-02,C004,9533.44,income,Service
2021-06-12,C005,5896.24,income,Service
2021-05-05,C006,10005.5,income,Service
2021-05-17,C007,1421.59,income,Service
2021-06-06,C008,7981.91,income,UNKNOWN_ERROR
2021-06-14,C009,4306.45,income,Partial
2021-06-18,C009,6459.67,income,Partial
2021-05-04,C010,6345.14,income,Service
2021-06-03,C011,7119.13,income,Service
2021-06-03,C011,7119.13,income,Service
2021-06-06,C012,8099.78,income,UNKNOWN_ERROR
2021-05-14,C013,1753.34,income,Service
2021-05-02,C014,7283.71,income,Service
2021-05-02,C015,2537.72,income,Service
2021-05-08,C017,5433.38,income,Service
2021-06-06,C018,6675.55,income,Service
2021-06-08,C020,1594.57,income,UNKNOWN_ERROR
2021-05-28,C023,6513.71,income,Service
2021-05-06,C025,901.28,income,Service
2021-06-07,C026,2134.16,income,Partial
2021-06-11,C026,3201.24,income,Partial
2021-05-02,C027,5688.03,income,Service
2021-05-07,C028,4382.92,income,Service
2021-05-06,C030,7106.26,income,Service
2021-05-04,C034,5276.51,income,Service
2021-05-13,C035,4797.12,income,UNKNOWN_ERROR
2021-05-17,,7195.68,income,UNKNOWN_ERROR
2021-05-18,C037,6326.4,income,Service
2021-06-10,C038,6669.57,income,Service
2021-06-06,C040,3479.96,income,Service
2021-05-14,C044,4508.51,income,Partial
2021-05-18,C044,6762.76,income,Partial
2021-05-24,C046,8685.86,income,Service
2021-05-25,C047,360.57,income,Partial
2021-05-29,C047,540.85,income,Partial
2021-05-13,C048,8011.45,income,Service
2021-05-20,C049,4139.58,income,Partial
2021-05-24,C049,6209.37,income,Partial
2021-05-26,C051,1889.21,income,Partial
2021-05-30,,2833.81,income,Partial
2021-05-12,C052,4511.48,income,Service
2021-05-02,C055,279.81,income,UNKNOWN_ERROR
2021-05-06,C055,419.71,income,Partial
2021-05-20,C057,6524.03,income,Service
2021-06-03,C060,5956.49,income,Service
2021-05-16,,356.57,income,Partial
2021-05-20,C063,534.86,income,UNKNOWN_ERROR
2021-06-06,C067,3224.35,income,Service
2021-05-14,C075,647.33,income,Partial
2021-05-18,C075,971.0,income,Partial
2021-05-31,C077,4770.27,income,Service
2021-05-31,C078,299.06,income,UNKNOWN_ERROR
2021-05-23,C081,8785.96,income,Service
2021-05-08,C082,11015.11,income,Service
2021-06-02,C083,8270.44,income,Service
2021-06-02,C083,8270.44,income,Service
2021-05-25,C084,9336.88,income,Service
2021-06-09,C085,790.86,income,Service
2021-05-08,C086,3828.96,income,Service
2021-06-05,C088,16408.01,income,Service
2021-05-04,C089,16585.93,income,Service
2021-06-06,C095,12893.52,income,Service
2021-05-24,,2060.46,income,Service
2021-05-11,C100,12685.97,income,Service
2021-06-01,SELF,1200.0,expense,Rent
2021-07-07,C001,5077.87,income,UNKNOWN_ERROR
2021-07-13,C002,591.24,income,UNKNOWN_ERROR
2021-06-24,,2364.77,income,Service
2021-06-23,C004,8663.23,income,Service
2021-07-08,C006,10516.91,income,Service
2021-06-23,C007,1485.5,income,Service
2021-07-14,C008,8003.67,income,Service
2021-07-08,C009,10347.08,income,Service
2021-07-08,C009,10347.08,income,Service
2021-07-15,C010,6244.85,income,Service
2021-06-15,C012,9255.45,income,Service
2021-07-01,,1183.09,income,Service
2021-06-23,C016,11768.39,income,Service
2021-06-08,C017,4623.07,income,Service
2021-06-08,C017,4623.07,income,Service
2021-06-28,C018,12912.03,income,Service
2021-07-02,C019,7654.07,income,Service
2021-06-04,C020,2271.03,income,Service
2021-07-14,C021,6648.54,income,Service
2021-07-06,C022,940.59,income,Service
2021-06-26,C024,9594.43,income,Service
2021-06-29,C025,1855.4,income,Service
2021-06-29,C026,9581.7,income,Service
2021-07-15,C027,5608.99,income,UNKNOWN_ERROR
2021-07-13,C029,5341.26,income,Service
2021-07-06,C030,7401.33,income,Service
2021-06-02,C031,1834.67,income,Service
2021-06-10,C032,3624.48,income,Service
2021-06-19,C033,11415.59,income,Service
2021-06-09,C034,4614.39,income,UNKNOWN_ERROR
2021-07-01,C035,11235.41,income,Service
2021-06-08,C037,5257.71,income,Service
2021-06-19,C040,1554.08,income,Partial
2021-06-23,C040,2331.11,income,UNKNOWN_ERROR
2021-06-10,C042,7250.15,income,Service
2021-06-13,C045,1310.37,income,Service
2021-06-29,C047,1413.65,income,Service
2021-06-24,C048,13439.53,income,Service
2021-07-03,C049,10042.22,income,Service
2021-06-30,C055,1923.95,income,Service
2021-06-02,C057,7458.15,income,Service
2021-07-09,C064,1144.01,income,Service
2021-06-11,C065,641.75,income,Partial
2021-06-15,C065,962.62,income,Partial
2021-06-18,C068,9822.68,income,Service
2021-06-25,C077,1513.39,income,Partial
2021-06-29,C077,2270.09,income,Partial
2021-07-04,C081,4414.75,income,Service
2021-06-05,C082,3242.6,income,Service
2021-06-11,C086,5416.51,income,Service
2021-07-02,C088,15100.01,income,Service
2021-07-09,C090,3072.13,income,Partial
2021-07-13,C090,4608.19,income,Partial
2021-06-05,C093,1137.46,income,Partial
2021-06-09,C093,1706.18,income,Partial
2021-06-23,,12960.06,income,Service
2021-07-01,SELF,1200.0,expense,Rent
2021-07-03,C001,4963.44,income,Service
2021-07-31,C002,604.09,income,UNKNOWN_ERROR
2021-08-11,C003,2337.78,income,Service
2021-07-12,C004,9294.85,income,Service
2021-08-10,C005,5993.08,income,Service
2021-08-12,C007,1447.63,income,Service
2021-08-01,C008,8626.4,income,Service
2021-07-14,C009,10537.62,income,Service
2021-08-03,C010,6293.94,income,UNKNOWN_ERROR
2021-07-15,C016,3930.87,income,Partial
2021-07-19,C016,5896.3,income,Partial
2021-07-24,C018,7352.8,income,Service
2021-08-10,C022,950.0,income,Service
2021-07-28,C023,12038.32,income,Service
2021-08-05,C025,547.96,income,Partial
2021-08-09,C025,821.94,income,Partial
2021-07-08,C026,5176.39,income,UNKNOWN_ERROR
2021-08-01,C030,2137.38,income,Partial
2021-08-05,C030,3206.07,income,Partial
2021-08-13,C034,7431.24,income,Service
2021-07-29,C037,4987.86,income,Service
2021-07-12,C039,11841.36,income,Service
2021-08-13,C041,9775.58,income,Service
2021-07-28,C044,3296.41,income,Partial
2021-08-01,C044,4944.62,income,UNKNOWN_ERROR
2021-07-25,C046,6022.5,income,Service
2021-07-23,C047,459.57,income,Partial
2021-07-27,C047,689.36,income,Partial
2021-07-24,C049,8410.39,income,Service
2021-07-23,C051,3992.96,income,Service
2021-07-15,C052,2105.6,income,Service
2021-08-09,C055,151.04,income,Partial
2021-08-13,C055,226.56,income,Partial
2021-07-19,C058,4026.65,income,Service
2021-07-17,C059,10352.55,income,Service
2021-07-07,C060,3600.98,income,Service
2021-08-03,C061,745.17,income,Partial
2021-08-07,C061,1117.75,income,Partial
2021-07-14,C063,1291.08,income,Service
2021-07-20,C069,12789.27,income,UNKNOWN_ERROR
2021-07-11,C074,4068.75,income,Partial
2021-07-15,C074,6103.12,income,Partial
2021-07-29,C077,3463.61,income,Service
2021-07-05,C078,2369.55,income,Service
2021-07-03,C079,7502.57,income,Service
2021-07-09,C080,5144.75,income,Service
2021-08-10,C089,16648.13,income,Service
2021-08-05,C095,1913.94,income,Partial
2021-08-09,C095,2870.92,income,Partial
2021-07-24,C099,1972.8,income,Service
2021-07-18,C100,16903.8,income,Service
2021-08-01,SELF,1200.0,expense,Rent
2021-09-03,C001,4965.88,income,Service
2021-08-26,C002,581.97,income,Service
2021-09-03,C003,2149.34,income,Service
2021-09-14,,8695.66,income,Service
2021-08-24,C005,2538.41,income,Partial
2021-08-28,C005,3807.62,income,Partial
2021-08-10,C006,10461.86,income,Service
2021-08-24,C007,1350.21,income,Service
2021-09-03,C008,8616.15,income,Service
2021-08-25,C009,10722.48,income,Service
2021-08-10,C010,6207.1,income,UNKNOWN_ERROR
2021-08-17,C011,5535.72,income,Service
2021-09-08,C015,1852.0,income,Service
2021-08-26,C017,5961.15,income,Service
2021-09-01,C021,7642.96,income,UNKNOWN_ERROR
2021-09-15,C022,1077.59,income,Service
2021-09-10,C023,8409.06,income,Service
2021-08-26,C024,8262.21,income,UNKNOWN_ERROR
2021-09-14,C025,1688.77,income,Service
2021-08-12,C027,6178.08,income,Service
2021-08-24,C028,2232.94,income,Partial
2021-08-28,C028,3349.42,income,Partial
2021-09-13,C030,4149.72,income,Service
2021-08-18,C032,5218.2,income,UNKNOWN_ERROR
2021-09-08,C035,8018.13,income,Service
2021-09-09,C036,1814.4,income,Partial
2021-09-13,C036,2721.61,income,Partial
2021-09-15,C037,8198.35,income,Service
2021-08-14,C040,1412.79,income,Partial
2021-08-18,C040,2119.18,income,Partial
2021-08-22,C045,1503.29,income,Service
2021-08-02,C046,7610.75,income,Service
2021-08-21,C047,1603.7,income,Service
2021-08-03,C048,15476.61,income,Service
2021-09-03,C049,9324.14,income,Service
2021-08-21,C050,696.31,income,Service
2021-08-26,C058,1400.29,income,Service
2021-08-02,C064,1061.92,income,Service
2021-09-09,C073,7253.23,income,Service
2021-08-11,C074,7147.79,income,Service
2021-08-29,C087,545.65,income,UNKNOWN_ERROR
2021-09-01,C089,3783.34,income,Service
2021-08-15,C096,13301.22,income,Service
2021-09-09,C097,1411.85,income,Service
2021-08-17,C099,11487.18,income,UNKNOWN_ERROR
2021-09-01,SELF,1200.0,expense,Rent
2021-09-27,C002,575.53,income,Service
2021-10-04,C003,2160.6,income,Service
2021-09-12,C004,9092.58,income,Service
2021-10-09,C005,6007.8,income,Service
2021-10-12,C006,10247.83,income,Service
2021-09-07,,585.72,income,Partial
2021-09-11,C007,878.58,income,Partial
2021-10-12,C008,7880.6,income,Service
2021-10-12,C009,4187.57,income,Partial
2021-10-16,,6281.35,income,Partial
2021-10-16,C010,6348.06,income,Service
2021-09-21,C011,6561.38,income,Service
2021-09-02,C012,7958.05,income,Service
2021-09-09,C014,9191.39,income,Service
2021-10-06,C015,2723.46,income,Service
2021-09-25,C016,13333.33,income,Service
2021-10-16,C017,5463.22,income,Service
2021-10-10,C018,2871.03,income,UNKNOWN_ERROR
2021-10-14,C018,4306.55,income,Partial
2021-09-03,C020,2875.88,income,Service
2021-10-01,C021,6765.62,income,Service
2021-10-08,C025,933.69,income,Service
2021-09-26,C028,4975.28,income,Service
2021-09-28,C029,2570.76,income,Partial
2021-10-02,C029,3856.14,income,Partial
2021-10-16,C034,4589.49,income,Service
2021-09-28,C035,13112.64,income,Service
2021-10-14,C038,4231.46,income,Partial
2021-10-18,C038,6347.19,income,Partial
2021-10-09,C041,7454.88,income,Service
2021-10-02,,10585.97,income,Service
2021-09-15,C044,11385.87,income,Service
2021-09-30,C046,3930.75,income,Partial
2021-10-04,C046,5896.13,income,Partial
2021-09-26,C047,869.11,income,Service
2021-10-07,C048,11788.78,income,Service
2021-09-04,C049,7533.68,income,Service
2021-09-25,,1125.49,income,Service
2021-10-12,C058,3177.32,income,Service
2021-10-13,C059,2753.41,income,Service
2021-09-24,C060,4932.5,income,Service
2021-10-03,C061,3041.76,income,Partial
2021-10-07,C061,4562.65,income,UNKNOWN_ERROR
2021-10-08,C062,4328.31,income,Service
2021-09-08,C066,7742.07,income,Service
2021-09-08,C068,2456.7,income,Service
2021-09-04,C069,3428.93,income,UNKNOWN_ERROR
2021-09-11,C073,1550.41,income,UNKNOWN_ERROR
2021-10-11,C075,1444.33,income,Service
2021-09-09,C076,2021.53,income,UNKNOWN_ERROR
2021-09-18,C082,9700.93,income,Service
2021-09-22,C085,1708.23,income,Service
2021-09-14,C087,1070.28,income,Partial
2021-09-18,C087,1605.41,income,Partial
2021-09-24,C089,3644.92,income,Partial
2021-09-28,C089,5467.38,income,Partial
2021-09-27,C093,855.52,income,Partial
2021-10-01,C093,1283.28,income,Partial
2021-10-06,C096,17751.7,income,Service
2021-09-14,C100,10216.14,income,Service
2021-10-01,SELF,1200.0,expense,Rent
2021-10-03,C001,4647.01,income,Service
2021-11-15,C002,573.33,income,Service
2021-10-14,C003,2194.12,income,Service
2021-10-14,C004,8961.54,income,Service
2021-11-09,C005,5944.8,income,Service
2021-10-15,C006,10283.94,income,Service
2021-10-17,C007,1390.35,income,Service
2021-10-08,C008,8446.41,income,Service
2021-10-25,C009,10359.65,income,Service
2021-11-06,C010,2408.38,income,Partial
2021-11-10,C010,3612.57,income,Partial
2021-10-17,C012,8085.68,income,Service
2021-10-17,C012,8085.68,income,Service
2021-11-09,C013,1055.96,income,Service
2021-10-15,C016,6226.85,income,Service
2021-11-01,C017,5030.74,income,Service
2021-11-08,C021,8868.53,income,UNKNOWN_ERROR
2021-11-08,C022,1631.54,income,Service
2021-10-06,C023,5783.77,income,Partial
2021-10-10,C023,8675.65,income,UNKNOWN_ERROR
2021-10-19,C024,8370.5,income,UNKNOWN_ERROR
2021-11-04,C025,1516.41,income,Service
2021-10-30,,5308.13,income,Service
2021-11-03,,5092.02,income,Service
2021-10-25,C033,3099.08,income,Partial
2021-10-29,C033,4648.62,income,Partial
2021-10-03,C035,3493.02,income,Partial
2021-10-07,C035,5239.53,income,Partial
2021-10-24,,3011.51,income,Service
2021-11-05,C039,12449.47,income,Service
2021-10-09,C044,6903.16,income,UNKNOWN_ERROR
2021-11-02,C045,1360.22,income,Service
2021-10-03,C046,8445.87,income,Service
2021-10-08,C047,582.79,income,Partial
2021-10-12,C047,874.19,income,Partial
2021-10-15,C048,3980.45,income,Partial
2021-10-19,C048,5970.67,income,Partial
2021-10-30,C049,6708.16,income,Service
2021-10-10,C050,752.91,income,Service
2021-10-10,C050,752.91,income,UNKNOWN_ERROR
2021-10-04,C051,2490.12,income,Service
2021-11-06,C054,7424.87,income,Partial
2021-11-10,C054,11137.31,income,Partial
2021-10-12,C061,2360.06,income,Service
2021-10-11,C081,7244.05,income,Service
2021-10-13,C085,1408.99,income,Service
2021-10-21,C090,2038.11,income,Service
2021-10-06,C091,20675.01,income,Service
2021-10-24,C092,15680.71,income,Service
2021-10-29,C095,6790.65,income,Service
2021-11-12,C097,1067.09,income,Service
2021-11-01,SELF,1200.0,expense,Rent
2021-11-20,C001,4698.74,income,Service
2021-11-20,C002,593.65,income,Service
2021-11-19,C003,945.12,income,Partial
2021-11-23,C003,1417.68,income,Partial
2021-11-19,C004,9523.12,income,Service
2021-12-06,C005,5958.21,income,Service
2021-11-02,C006,10381.8,income,Service
2021-11-15,C007,1491.25,income,Service
2021-11-11,C008,8074.82,income,Service
2021-11-22,C009,4115.64,income,UNKNOWN_ERROR
2021-11-26,C009,6173.45,income,Partial
2021-11-23,C010,6120.63,income,UNKNOWN_ERROR
2021-12-10,C011,4473.54,income,Service
2021-11-17,C012,3281.14,income,Partial
2021-11-21,C012,4921.7,income,Partial
2021-11-29,C013,2198.7,income,Service
2021-11-28,C014,9487.73,income,Service
2021-11-28,C015,3656.91,income,Service
2021-11-18,C016,11019.15,income,Service
2021-12-01,C017,2742.51,income,Partial
2021-12-05,C017,4113.77,income,Partial
2021-11-16,C018,6133.51,income,Service
2021-12-02,C020,1386.42,income,Service
2021-11-13,C021,2351.3,income,Partial
2021-11-17,C021,3526.95,income,Partial
2021-12-10,C022,311.97,income,Partial
2021-12-14,C022,467.96,income,Partial
2021-11-10,C024,8932.09,income,Service
2021-12-07,C027,4862.29,income,Service
2021-12-13,C028,3282.46,income,Service
2021-11-18,C029,4890.86,income,Service
2021-11-03,C031,1384.03,income,Service
2021-12-11,,4171.22,income,Service
2021-11-09,C033,11178.3,income,Service
2021-11-09,C033,11178.3,income,Service
2021-11-12,C038,4417.18,income,Partial
2021-11-16,C038,6625.77,income,Partial
2021-11-05,C039,4655.12,income,UNKNOWN_ERROR
2021-11-09,C039,6982.68,income,Partial
2021-12-01,,6431.36,income,Service
2021-12-06,C042,5377.85,income,Service
2021-11-23,C044,12533.3,income,Service
2021-11-25,C046,9996.25,income,Service
2021-11-02,C056,3719.58,income,Service
2021-11-17,C057,7146.15,income,Service
2021-11-14,C058,2667.57,income,Service
2021-12-10,C061,3293.29,income,Service
2021-11-04,C063,1689.15,income,UNKNOWN_ERROR
2021-11-08,C063,2533.72,income,Partial
2021-11-14,C064,4177.32,income,Service
2021-11-17,C066,939.06,income,Partial
2021-11-21,C066,1408.59,income,Partial
2021-11-10,,14343.56,income,Service
2021-11-03,C070,11885.37,income,Service
2021-11-14,C075,1040.92,income,Partial
2021-11-18,C075,1561.39,income,Partial
2021-11-07,C077,1160.34,income,Partial
