invoice_id,client_id,due_date,paid_date,amount
INV00519,C100,2020-09-03,2020-09-29,8000.57
INV00520,C001,2020-10-14,2020-11-14,4818.77
INV00521,C002,2020-09-20,2020-10-02,236.96
INV00522,C002,2020-09-13,2020-10-06,355.44
INV00523,C003,2020-09-11,2020-10-24,2248.73
INV00524,C004,2020-10-06,2020-10-31,3553.37
INV00525,C004,2020-09-30,2020-11-04,5330.05
INV00526,C006,2020-09-27,2020-10-25,9818.08
INV00527,C007,2020-09-05,2020-10-04,558.34
INV00528,C007,2020-08-31,2020-10-08,837.51
INV00529,C008,2020-10-02,2020-11-03,8503.21
INV00530,C009,2020-08-29,2020-10-03,9994.45
INV00531,C010,2020-10-04,2020-10-15,6328.15
INV00532,C012,2020-09-28,2020-10-11,6782.79
INV00533,C013,2020-09-16,2020-10-16,1300.06
INV00534,C015,2020-09-19,2020-10-29,2694.33
INV00535,C017,2020-09-17,2020-10-17,5423.42
INV00536,C018,2020-08-30,2020-10-06,7721.52
INV00537,C023,2020-09-23,2020-10-15,12004.85
INV00538,C025,2020-09-21,2020-10-16,481.11
INV00539,C025,2020-09-16,2020-10-20,721.67
INV00540,C026,2020-08-26,2020-10-05,4882.38
INV00541,C028,2020-10-16,2020-11-03,3940.1
INV00542,C031,2020-10-06,2020-10-17,974.28
INV00543,C032,2020-10-29,2020-11-09,2995.52
INV00544,C034,2020-10-22,2020-11-09,7638.5
INV00545,C036,2020-10-08,2020-11-12,4193.89
INV00546,C038,2020-09-09,2020-10-14,14515.16
INV00547,C039,2020-09-13,2020-10-06,7758.65
INV00548,C041,2020-10-15,2020-11-07,10816.84
INV00549,C044,2020-10-27,2020-11-06,11559.28
INV00550,C046,2020-10-28,2020-11-04,4865.06
INV00551,C048,2020-09-28,2020-10-28,9097.5
INV00552,C050,2020-09-10,2020-10-18,846.42
INV00553,C056,2020-10-15,2020-10-30,712.21
INV00554,C058,2020-09-17,2020-10-31,4465.89
INV00555,C059,2020-09-26,2020-11-01,3971.1
INV00556,C059,2020-09-28,2020-11-05,5956.65
INV00557,C065,2020-09-26,2020-10-13,637.55
INV00558,C081,2020-09-30,2020-10-31,5272.98
INV00559,C083,2020-09-29,2020-10-11,12048.53
INV00560,C084,2020-10-23,2020-11-05,5710.09
INV00561,C086,2020-09-27,2020-10-28,3014.82
INV00562,C086,2020-09-25,2020-11-01,4522.24
INV00563,C087,2020-09-25,2020-11-01,651.39
INV00564,C087,2020-10-29,2020-11-05,977.09
INV00565,C088,2020-09-16,2020-10-09,19865.62
INV00566,C090,2020-09-27,2020-10-13,5855.87
INV00567,C094,2020-10-08,2020-11-11,1437.97
INV00568,C094,2020-11-03,2020-11-15,2156.96
INV00569,C095,2020-10-04,2020-10-16,19742.14
INV00570,C097,2020-09-10,2020-10-09,1450.14
INV00571,C100,2020-09-02,2020-10-14,16241.09
INV00572,C001,2020-11-10,2020-12-11,5118.09
INV00573,C002,2020-10-30,2020-12-04,227.64
INV00574,C002,2020-11-03,2020-12-08,341.45
INV00575,C003,2020-11-23,2020-12-09,2263.03
INV00576,C004,2020-10-16,2020-11-22,9298.3
INV00577,C005,2020-11-12,2020-11-30,6191.88
INV00578,C006,2020-09-21,2020-11-04,10235.59
INV00579,C007,2020-11-15,2020-12-13,1461.97
INV00580,C008,2020-10-22,2020-11-06,3454.73
INV00581,C008,2020-09-28,2020-11-10,5182.1
INV00582,C009,2020-10-08,2020-11-21,10258.1
INV00583,C010,2020-10-04,2020-11-02,6250.24
INV00584,C013,2020-11-22,2020-12-13,1812.93
INV00585,C016,2020-10-02,2020-11-09,3212.44
INV00586,C016,2020-10-20,2020-11-13,4818.66
INV00587,C017,2020-09-21,2020-11-03,2147.15
INV00588,C017,2020-10-15,2020-11-07,3220.72
INV00589,C018,2020-10-29,2020-12-09,9777.93
INV00590,C019,2020-11-12,2020-12-06,5146.39
INV00591,C019,2020-11-07,2020-12-10,7719.58
INV00592,C020,2020-10-20,2020-11-24,603.43
INV00593,C021,2020-11-01,2020-11-18,9366.72
INV00594,C022,2020-11-13,2020-11-20,970.43
INV00595,C023,2020-11-15,2020-12-01,13399.88
INV00596,C026,2020-10-01,2020-11-12,2928.63
INV00597,C026,2020-10-17,2020-11-16,4392.94
INV00598,C029,2020-10-31,2020-11-30,8334.6
INV00599,C030,2020-11-08,2020-11-28,7095.81
INV00600,C031,2020-11-11,2020-11-19,359.73
INV00601,C031,2020-11-07,2020-11-23,539.59
INV00602,C032,2020-11-20,2020-12-06,5583.64
INV00603,C033,2020-10-10,2020-11-16,2857.99
INV00604,C033,2020-10-17,2020-11-20,4286.99
INV00605,C034,2020-11-06,2020-12-13,5632.83
INV00606,C035,2020-10-15,2020-11-20,11699.73
INV00607,C037,2020-10-31,2020-11-08,10288.63
INV00608,C040,2020-11-17,2020-12-01,4248.17
INV00609,C042,2020-11-19,2020-11-30,6447.19
INV00610,C043,2020-10-19,2020-11-19,5456.69
INV00611,C044,2020-10-20,2020-11-16,10995.56
INV00612,C045,2020-10-31,2020-12-02,1566.93
INV00613,C046,2020-11-06,2020-11-14,7262.09
INV00614,C048,2020-10-19,2020-11-17,14097.57
INV00615,C049,2020-11-07,2020-12-06,5918.29
INV00616,C057,2020-10-13,2020-11-07,8028.37
INV00617,C066,2020-10-11,2020-11-02,7502.1
INV00618,C068,2020-10-09,2020-11-06,3818.9
INV00619,C073,2020-10-16,2020-11-26,2964.24
INV00620,C078,2020-10-24,2020-11-03,308.27
INV00621,C088,2020-10-16,2020-11-11,1556.34
INV00622,C088,2020-10-12,2020-11-15,2334.51
INV00623,C095,2020-10-23,2020-11-04,6096.55
INV00624,C100,2020-10-19,2020-11-29,9550.39
INV00625,C002,2020-12-07,2020-12-15,607.01
INV00626,C004,2020-12-15,2021-01-12,3778.86
INV00627,C004,2021-01-08,2021-01-16,5668.3
INV00628,C005,2020-12-24,2021-01-07,6060.48
INV00629,C006,2020-11-13,2020-12-13,9695.57
INV00630,C007,2020-11-23,2020-12-03,1423.79
INV00631,C008,2020-12-03,2020-12-27,8298.92
INV00632,C009,2020-11-26,2020-12-28,10466.65
INV00633,C010,2020-12-10,2021-01-10,6401.5
INV00634,C011,2020-12-17,2021-01-11,5680.3
INV00635,C013,2020-12-22,2020-12-31,1505.48
INV00636,C017,2020-11-25,2020-12-06,6312.5
INV00637,C018,2020-10-30,2020-12-03,6410.97
INV00638,C023,2020-10-21,2020-12-03,7207.74
INV00639,C025,2020-12-15,2020-12-28,2047.54
INV00640,C026,2020-12-18,2021-01-01,4972.22
INV00641,C027,2021-01-03,2021-01-13,6506.65
INV00642,C028,2020-11-25,2020-12-13,4270.16
INV00643,C029,2020-11-12,2020-12-05,7972.98
INV00644,C030,2020-11-21,2020-12-14,4716.69
INV00645,C031,2020-11-16,2020-12-23,951.34
INV00646,C034,2020-11-22,2020-12-31,3029.88
INV00647,C034,2020-12-23,2021-01-04,4544.83
INV00648,C038,2020-12-10,2021-01-08,10657.41
INV00649,C039,2020-11-19,2020-12-22,7089.82
INV00650,C040,2020-11-11,2020-12-03,2099.61
INV00651,C041,2020-11-23,2020-12-23,6128.88
INV00652,C044,2020-12-25,2021-01-04,8179.01
INV00653,C045,2020-11-07,2020-12-04,1747.58
INV00654,C046,2020-12-16,2021-01-01,5640.52
INV00655,C057,2020-11-29,2020-12-19,11101.5
INV00656,C060,2020-11-30,2020-12-22,5484.48
INV00657,C070,2020-11-23,2020-12-28,16443.44
INV00658,C077,2020-12-20,2021-01-03,5075.4
INV00659,C082,2020-11-26,2020-12-21,15386.68
INV00660,C085,2020-11-20,2020-12-14,1966.89
INV00661,C086,2020-12-21,2021-01-08,1577.26
INV00662,C086,2020-12-04,2021-01-12,2365.89
INV00663,C088,2020-10-28,2020-12-05,14121.87
INV00664,C096,2020-11-24,2020-12-03,4020.24
INV00665,C097,2020-12-12,2020-12-24,2633.71
INV00666,C002,2020-12-13,2021-01-27,567.28
INV00667,C003,2021-01-14,2021-01-21,883.21
INV00668,C003,2021-01-08,2021-01-25,1324.82
INV00669,C004,2021-01-16,2021-02-06,8817.67
INV00670,C005,2020-12-27,2021-01-31,6292.79
INV00671,C006,2021-01-11,2021-02-11,4147.06
INV00672,C006,2021-01-05,2021-02-15,6220.59
INV00673,C007,2020-12-24,2021-02-02,578.75
INV00674,C007,2020-12-23,2021-02-06,868.13
INV00675,C008,2021-01-03,2021-01-18,8501.85
INV00676,C009,2021-01-10,2021-02-13,10551.57
INV00677,C010,2020-12-17,2021-01-21,6256.79
INV00678,C011,2020-12-14,2021-01-14,3871.39
INV00679,C012,2020-12-22,2021-01-09,8036.83
INV00680,C014,2020-12-27,2021-02-01,7692.49
INV00681,C016,2021-01-05,2021-01-26,11880.07
INV00682,C019,2020-12-10,2021-01-15,13402.54
INV00683,C020,2021-01-02,2021-01-09,2703.92
INV00684,C021,2020-12-23,2021-02-02,4923.77
INV00685,C022,2021-01-25,2021-02-04,636.04
INV00686,C022,2021-01-27,2021-02-08,954.06
INV00687,C024,2020-12-11,2021-01-12,4437.96
INV00688,C024,2021-01-05,2021-01-16,6656.94
INV00689,C026,2021-01-20,2021-02-04,4714.07
INV00690,C030,2021-01-16,2021-01-27,4800.5
INV00691,C031,2020-12-02,2021-01-13,531.09
INV00692,C031,2020-12-20,2021-01-17,796.64
INV00693,C032,2020-12-30,2021-01-09,2656.7
INV00694,C034,2021-01-11,2021-02-03,5619.99
INV00695,C035,2020-12-08,2021-01-07,4973.59
INV00696,C035,2020-12-22,2021-01-11,7460.38
INV00697,C036,2020-12-30,2021-01-08,4350.33
INV00698,C037,2021-01-20,2021-02-07,4146.92
INV00699,C037,2021-01-20,2021-02-11,6220.38
INV00700,C038,2020-12-27,2021-01-09,6587.02
INV00701,C038,2020-12-03,2021-01-09,6587.02
INV00702,C040,2021-01-06,2021-01-29,1626.02
INV00703,C040,2021-01-04,2021-02-02,2439.03
INV00704,C041,2020-12-27,2021-02-02,10299.88
INV00705,C042,2021-01-03,2021-02-11,11095.47
INV00706,C044,2020-12-08,2021-01-17,7160.19
INV00707,C045,2021-01-29,2021-02-10,1101.1
INV00708,C047,2021-01-11,2021-02-09,1009.83
INV00709,C053,2020-12-21,2021-01-10,2767.03
INV00710,C055,2020-11-26,2021-01-06,852.53
INV00711,C056,2020-12-24,2021-02-03,5154.56
INV00712,C057,2020-12-02,2021-01-08,3790.33
INV00713,C059,2020-12-21,2021-01-23,12821.3
INV00714,C062,2020-12-29,2021-01-27,15899.29
INV00715,C065,2020-12-21,2021-02-02,843.53
INV00716,C065,2021-01-14,2021-02-06,1265.29
INV00717,C066,2020-12-17,2021-01-19,4607.53
INV00718,C074,2020-12-26,2021-01-15,9918.49
INV00719,C075,2020-12-19,2021-01-29,1133.61
INV00720,C076,2021-01-06,2021-02-13,1781.88
INV00721,C080,2021-01-12,2021-01-25,5854.22
INV00722,C081,2020-12-18,2021-01-16,6307.83
INV00723,C084,2020-12-26,2021-02-01,2865.22
INV00724,C085,2020-12-21,2021-01-09,601.93
INV00725,C089,2021-01-18,2021-01-31,6119.87
INV00726,C089,2020-12-29,2021-02-04,9179.81
INV00727,C096,2021-01-20,2021-01-30,2835.18
INV00728,C096,2020-12-29,2021-02-03,4252.78
INV00729,C097,2020-12-29,2021-01-14,1614.4
INV00730,C001,2021-01-04,2021-02-08,1874.69
INV00731,C001,2021-01-15,2021-02-12,2812.03
INV00732,C002,2021-02-05,2021-03-05,586.03
INV00733,C003,2021-01-20,2021-03-06,2305.69
INV00734,C004,2021-02-12,2021-03-16,8887.33
INV00735,C005,2021-01-29,2021-02-21,5988.55
INV00736,C006,2021-01-20,2021-02-19,10267.2
INV00737,C007,2021-02-22,2021-03-07,1434.93
INV00738,C008,2021-02-23,2021-03-10,3392.79
INV00739,C008,2021-01-31,2021-03-14,5089.18
INV00740,C009,2021-02-13,2021-03-06,10072.62
INV00741,C010,2021-01-01,2021-02-08,5939.39
INV00742,C011,2021-01-31,2021-02-14,3032.41
INV00743,C011,2021-01-09,2021-02-18,4548.62
INV00744,C012,2021-01-28,2021-02-06,8790.73
INV00745,C015,2021-01-26,2021-02-06,2424.71
INV00746,C024,2021-01-12,2021-02-15,5577.06
INV00747,C028,2021-02-13,2021-02-27,4897.74
INV00748,C030,2021-01-03,2021-02-08,6328.85
INV00749,C032,2021-01-08,2021-02-08,4241.39
INV00750,C033,2021-01-06,2021-02-14,8347.62
INV00751,C034,2021-01-23,2021-02-23,7568.7
INV00752,C035,2021-01-14,2021-02-22,12525.55
INV00753,C037,2021-01-21,2021-02-11,4215.65
INV00754,C037,2021-01-09,2021-02-15,6323.47
INV00755,C041,2021-02-13,2021-02-26,9888.97
INV00756,C043,2021-01-31,2021-03-11,7054.91
INV00757,C045,2021-01-02,2021-02-03,1339.44
INV00758,C046,2021-02-11,2021-03-13,8907.68
INV00759,C047,2021-02-03,2021-03-03,314.14
INV00760,C047,2021-02-15,2021-03-07,471.21
INV00761,C048,2021-01-30,2021-03-03,16148.26
INV00762,C049,2021-02-18,2021-03-02,12092.49
INV00763,C052,2021-01-30,2021-02-08,1688.31
INV00764,C053,2021-01-30,2021-03-02,412.85
INV00765,C054,2021-02-16,2021-03-16,11172.52
INV00766,C056,2021-02-09,2021-03-15,2898.19
INV00767,C056,2021-02-05,2021-03-19,4347.29
INV00768,C057,2021-02-03,2021-03-10,6438.89
INV00769,C060,2021-02-06,2021-03-13,2022.83
INV00770,C062,2021-02-14,2021-03-18,9083.34
INV00771,C065,2021-01-18,2021-02-06,1712.59
INV00772,C070,2021-01-31,2021-03-05,13945.02
INV00773,C074,2021-01-20,2021-02-07,6083.0
INV00774,C074,2021-01-12,2021-02-07,6083.0
INV00775,C078,2020-12-22,2021-02-04,123.8
INV00776,C078,2021-01-06,2021-02-08,185.7
INV00777,C083,2021-02-03,2021-02-14,9740.42
INV00778,C090,2021-02-10,2021-03-13,9313.61
INV00779,C091,2021-01-10,2021-02-02,18170.75
INV00780,C001,2021-03-08,2021-04-02,4715.13
INV00781,C002,2021-02-13,2021-03-05,584.08
INV00782,C003,2021-02-22,2021-03-28,857.95
INV00783,C003,2021-03-13,2021-04-01,1286.93
INV00784,C004,2021-02-21,2021-03-13,8764.41
INV00785,C005,2021-03-26,2021-04-07,2326.6
INV00786,C005,2021-04-04,2021-04-11,3489.9
INV00787,C006,2021-03-01,2021-03-22,9830.23
INV00788,C007,2021-03-15,2021-04-08,1489.94
INV00789,C008,2021-03-07,2021-03-26,8269.88
INV00790,C009,2021-02-22,2021-03-18,10826.17
INV00791,C010,2021-03-02,2021-03-14,2412.0
INV00792,C010,2021-02-02,2021-03-18,3618.0
INV00793,C011,2021-03-13,2021-03-22,7744.38
INV00794,C012,2021-02-21,2021-03-23,4584.29
INV00795,C012,2021-03-07,2021-03-27,6876.44
INV00796,C013,2021-03-07,2021-04-15,2213.66
INV00797,C016,2021-02-13,2021-03-18,13357.76
INV00798,C017,2021-02-13,2021-03-05,5936.33
INV00799,C018,2021-02-09,2021-03-19,2384.38
INV00800,C018,2021-03-10,2021-03-23,3576.57
INV00801,C019,2021-02-16,2021-03-14,11189.05
INV00802,C020,2021-03-05,2021-04-03,2237.98
INV00803,C020,2021-03-17,2021-04-03,2237.98
INV00804,C021,2021-01-28,2021-03-07,5076.17
INV00805,C025,2021-01-25,2021-03-06,808.64
INV00806,C025,2021-02-14,2021-03-10,1212.95
INV00807,C028,2021-02-20,2021-03-25,3222.45
INV00808,C029,2021-02-01,2021-03-04,3071.89
INV00809,C029,2021-02-23,2021-03-08,4607.84
INV00810,C030,2021-02-12,2021-03-14,6203.82
INV00811,C033,2021-04-01,2021-04-15,11391.68
INV00812,C035,2021-01-25,2021-03-03,11780.3
INV00813,C040,2021-01-17,2021-03-02,4296.94
INV00814,C041,2021-03-16,2021-03-28,2186.86
INV00815,C041,2021-02-25,2021-04-01,3280.3
INV00816,C042,2021-02-07,2021-03-12,8282.91
INV00817,C043,2021-02-08,2021-03-25,4680.34
INV00818,C046,2021-03-02,2021-03-22,10228.44
INV00819,C048,2021-02-22,2021-04-05,13436.48
INV00820,C049,2021-01-22,2021-03-06,10178.21
INV00821,C049,2021-02-20,2021-03-06,10178.21
INV00822,C050,2021-01-29,2021-03-12,818.47
INV00823,C053,2021-02-06,2021-03-12,1997.21
INV00824,C058,2021-02-27,2021-03-13,2189.93
INV00825,C059,2021-03-16,2021-04-09,15020.0
INV00826,C061,2021-01-30,2021-03-13,3216.07
INV00827,C067,2021-03-13,2021-04-10,5178.7
INV00828,C069,2021-02-20,2021-03-30,5797.49
INV00829,C069,2021-02-24,2021-04-03,8696.24
INV00830,C074,2021-01-28,2021-03-09,7837.67
INV00831,C082,2021-02-09,2021-03-05,16161.25
INV00832,C089,2021-02-04,2021-03-17,8372.87
INV00833,C092,2021-03-20,2021-03-30,9667.86
INV00834,C094,2021-02-03,2021-03-20,8590.16
INV00835,C096,2021-01-28,2021-03-08,5160.45
INV00836,C097,2021-03-11,2021-03-18,2274.57
INV00837,C001,2021-03-18,2021-04-25,4809.38
INV00838,C003,2021-03-19,2021-04-02,2167.89
INV00839,C005,2021-03-07,2021-04-21,5985.64
INV00840,C007,2021-03-17,2021-04-18,1491.59
INV00841,C008,2021-04-06,2021-05-02,7980.64
INV00842,C009,2021-04-06,2021-05-08,10751.61
INV00843,C010,2021-04-27,2021-05-06,6410.77
INV00844,C013,2021-04-04,2021-04-13,577.02
INV00845,C013,2021-03-30,2021-04-17,865.53
INV00846,C016,2021-03-22,2021-05-06,11044.7
INV00847,C018,2021-04-19,2021-05-16,10788.08
INV00848,C023,2021-03-27,2021-04-30,13423.3
INV00849,C024,2021-02-25,2021-04-03,10382.92
INV00850,C032,2021-03-24,2021-05-06,4654.97
INV00851,C034,2021-04-07,2021-04-23,8134.38
INV00852,C038,2021-03-20,2021-04-17,11535.86
INV00853,C039,2021-04-10,2021-05-02,5015.53
INV00854,C039,2021-03-31,2021-05-06,7523.29
INV00855,C040,2021-04-08,2021-04-18,3516.07
INV00856,C042,2021-04-20,2021-05-15,5983.61
INV00857,C043,2021-04-19,2021-05-07,3727.36
INV00858,C045,2021-04-06,2021-05-11,624.96
INV00859,C045,2021-04-14,2021-05-15,937.44
INV00860,C048,2021-02-20,2021-04-03,15175.43
INV00861,C050,2021-03-23,2021-04-26,736.17
INV00862,C052,2021-03-05,2021-04-15,1061.8
INV00863,C063,2021-03-27,2021-04-21,5370.79
INV00864,C065,2021-04-01,2021-05-10,1587.06
INV00865,C067,2021-04-03,2021-04-13,1056.18
INV00866,C067,2021-03-27,2021-04-17,1584.27
INV00867,C068,2021-04-26,2021-05-11,9959.2
INV00868,C073,2021-04-07,2021-04-28,5606.1
INV00869,C074,2021-04-04,2021-05-14,2349.12
INV00870,C074,2021-04-15,2021-05-18,3523.68
INV00871,C084,2021-03-30,2021-04-20,2286.09
INV00872,C087,2021-03-25,2021-04-09,2344.86
INV00873,C089,2021-04-08,2021-05-06,8946.34
INV00874,C001,2021-06-01,2021-06-14,4703.79
INV00875,C002,2021-05-11,2021-05-28,610.07
INV00876,C003,2021-05-05,2021-05-23,2199.13
INV00877,C004,2021-05-22,2021-06-02,9533.44
INV00878,C005,2021-05-03,2021-06-12,5896.24
INV00879,C006,2021-04-16,2021-05-05,10005.5
INV00880,C007,2021-05-08,2021-05-17,1421.59
INV00881,C008,2021-05-10,2021-06-06,7981.91
INV00882,C009,2021-05-13,2021-06-14,4306.45
INV00883,C009,2021-06-05,2021-06-18,6459.67
INV00884,C010,2021-03-25,2021-05-04,6345.14
INV00885,C011,2021-05-11,2021-06-03,7119.13
INV00886,C011,2021-04-22,2021-06-03,7119.13
INV00887,C012,2021-04-22,2021-06-06,8099.78
INV00888,C013,2021-04-09,2021-05-14,1753.34
INV00889,C014,2021-03-20,2021-05-02,7283.71
INV00890,C015,2021-04-03,2021-05-02,2537.72
INV00891,C017,2021-03-26,2021-05-08,5433.38
INV00892,C018,2021-05-12,2021-06-06,6675.55
INV00893,C020,2021-05-02,2021-06-08,1594.57
INV00894,C023,2021-05-13,2021-05-28,6513.71
INV00895,C025,2021-04-20,2021-05-06,901.28
INV00896,C026,2021-05-20,2021-06-07,2134.16
INV00897,C026,2021-05-23,2021-06-11,3201.24
INV00898,C027,2021-04-20,2021-05-02,5688.03
INV00899,C028,2021-04-30,2021-05-07,4382.92
INV00900,C030,2021-04-15,2021-05-06,7106.26
INV00901,C034,2021-04-07,2021-05-04,5276.51
INV00902,C035,2021-05-02,2021-05-13,4797.12
INV00903,C037,2021-05-11,2021-05-18,6326.4
INV00904,C038,2021-04-29,2021-06-10,6669.57
INV00905,C040,2021-05-05,2021-06-06,3479.96
INV00906,C044,2021-04-27,2021-05-14,4508.51
INV00907,C044,2021-04-18,2021-05-18,6762.76
INV00908,C046,2021-04-14,2021-05-24,8685.86
INV00909,C047,2021-05-13,2021-05-25,360.57
INV00910,C047,2021-05-02,2021-05-29,540.85
INV00911,C048,2021-04-23,2021-05-13,8011.45
INV00912,C049,2021-04-15,2021-05-20,4139.58
INV00913,C049,2021-04-18,2021-05-24,6209.37
INV00914,C051,2021-04-28,2021-05-26,1889.21
INV00915,C052,2021-04-25,2021-05-12,4511.48
INV00916,C055,2021-03-25,2021-05-02,279.81
INV00917,C055,2021-04-15,2021-05-06,419.71
INV00918,C057,2021-04-12,2021-05-20,6524.03
INV00919,C060,2021-05-14,2021-06-03,5956.49
INV00920,C063,2021-05-05,2021-05-20,534.86
INV00921,C067,2021-05-06,2021-06-06,3224.35
INV00922,C075,2021-04-22,2021-05-14,647.33
INV00923,C075,2021-04-09,2021-05-18,971.0
INV00924,C077,2021-05-18,2021-05-31,4770.27
INV00925,C078,2021-05-22,2021-05-31,299.06
INV00926,C081,2021-05-15,2021-05-23,8785.96
INV00927,C082,2021-04-02,2021-05-08,11015.11
INV00928,C083,2021-05-14,2021-06-02,8270.44
INV00929,C083,2021-05-13,2021-06-02,8270.44
INV00930,C084,2021-04-14,2021-05-25,9336.88
INV00931,C085,2021-05-15,2021-06-09,790.86
INV00932,C086,2021-04-02,2021-05-08,3828.96
INV00933,C088,2021-05-10,2021-06-05,16408.01
INV00934,C089,2021-03-27,2021-05-04,16585.93
INV00935,C095,2021-05-02,2021-06-06,12893.52
INV00936,C100,2021-05-03,2021-05-11,12685.97
INV00937,C001,2021-06-01,2021-07-07,5077.87
INV00938,C002,2021-06-06,2021-07-13,591.24
INV00939,C004,2021-05-14,2021-06-23,8663.23
INV00940,C006,2021-06-14,2021-07-08,10516.91
INV00941,C007,2021-05-13,2021-06-23,1485.5
INV00942,C008,2021-06-08,2021-07-14,8003.67
INV00943,C009,2021-06-22,2021-07-08,10347.08
INV00944,C009,2021-06-10,2021-07-08,10347.08
INV00945,C010,2021-06-18,2021-07-15,6244.85
INV00946,C012,2021-05-19,2021-06-15,9255.45
INV00947,C016,2021-06-16,2021-06-23,11768.39
INV00948,C017,2021-05-03,2021-06-08,4623.07
INV00949,C017,2021-05-23,2021-06-08,4623.07
INV00950,C018,2021-05-27,2021-06-28,12912.03
INV00951,C019,2021-06-15,2021-07-02,7654.07
INV00952,C020,2021-05-23,2021-06-04,2271.03
INV00953,C021,2021-06-03,2021-07-14,6648.54
INV00954,C022,2021-06-03,2021-07-06,940.59
INV00955,C024,2021-06-18,2021-06-26,9594.43
INV00956,C025,2021-05-30,2021-06-29,1855.4
INV00957,C026,2021-06-17,2021-06-29,9581.7
INV00958,C027,2021-06-23,2021-07-15,5608.99
INV00959,C029,2021-06-01,2021-07-13,5341.26
INV00960,C030,2021-05-28,2021-07-06,7401.33
INV00961,C031,2021-05-22,2021-06-02,1834.67
INV00962,C032,2021-05-09,2021-06-10,3624.48
INV00963,C033,2021-05-30,2021-06-19,11415.59
INV00964,C034,2021-05-18,2021-06-09,4614.39
INV00965,C035,2021-06-23,2021-07-01,11235.41
INV00966,C037,2021-05-04,2021-06-08,5257.71
INV00967,C040,2021-05-06,2021-06-19,1554.08
INV00968,C040,2021-05-11,2021-06-23,2331.11
INV00969,C042,2021-05-07,2021-06-10,7250.15
INV00970,C045,2021-05-04,2021-06-13,1310.37
INV00971,C047,2021-05-25,2021-06-29,1413.65
INV00972,C048,2021-05-21,2021-06-24,13439.53
INV00973,C049,2021-06-11,2021-07-03,10042.22
INV00974,C055,2021-05-26,2021-06-30,1923.95
INV00975,C057,2021-04-21,2021-06-02,7458.15
INV00976,C064,2021-05-26,2021-07-09,1144.01
INV00977,C065,2021-05-27,2021-06-11,641.75
INV00978,C065,2021-05-05,2021-06-15,962.62
INV00979,C068,2021-06-11,2021-06-18,9822.68
INV00980,C077,2021-06-03,2021-06-25,1513.39
INV00981,C077,2021-06-19,2021-06-29,2270.09
INV00982,C081,2021-06-04,2021-07-04,4414.75
INV00983,C082,2021-05-06,2021-06-05,3242.6
INV00984,C086,2021-04-27,2021-06-11,5416.51
INV00985,C088,2021-06-22,2021-07-02,15100.01
INV00986,C090,2021-06-16,2021-07-09,3072.13
INV00987,C090,2021-07-04,2021-07-13,4608.19
INV00988,C093,2021-05-06,2021-06-05,1137.46
INV00989,C093,2021-05-06,2021-06-09,1706.18
INV00990,C001,2021-06-14,2021-07-03,4963.44
INV00991,C002,2021-07-23,2021-07-31,604.09
INV00992,C003,2021-07-29,2021-08-11,2337.78
INV00993,C004,2021-05-30,2021-07-12,9294.85
INV00994,C005,2021-07-15,2021-08-10,5993.08
INV00995,C007,2021-07-11,2021-08-12,1447.63
INV00996,C008,2021-07-20,2021-08-01,8626.4
INV00997,C009,2021-06-30,2021-07-14,10537.62
INV00998,C010,2021-07-08,2021-08-03,6293.94
INV00999,C016,2021-06-05,2021-07-15,3930.87
INV01000,C016,2021-07-07,2021-07-19,5896.3
INV01001,C018,2021-06-24,2021-07-24,7352.8
INV01002,C022,2021-08-03,2021-08-10,950.0
INV01003,C023,2021-07-06,2021-07-28,12038.32
INV01004,C025,2021-07-07,2021-08-05,547.96
INV01005,C025,2021-07-23,2021-08-09,821.94
INV01006,C026,2021-06-07,2021-07-08,5176.39
INV01007,C030,2021-07-05,2021-08-01,2137.38
INV01008,C030,2021-06-21,2021-08-05,3206.07
INV01009,C034,2021-07-01,2021-08-13,7431.24
INV01010,C037,2021-06-24,2021-07-29,4987.86
INV01011,C039,2021-06-18,2021-07-12,11841.36
INV01012,C041,2021-06-29,2021-08-13,9775.58
INV01013,C044,2021-06-16,2021-07-28,3296.41
INV01014,C044,2021-07-07,2021-08-01,4944.62
INV01015,C046,2021-06-26,2021-07-25,6022.5
INV01016,C047,2021-06-08,2021-07-23,459.57
INV01017,C047,2021-07-08,2021-07-27,689.36
INV01018,C049,2021-06-30,2021-07-24,8410.39
INV01019,C051,2021-07-02,2021-07-23,3992.96
INV01020,C052,2021-05-31,2021-07-15,2105.6
INV01021,C055,2021-07-08,2021-08-09,151.04
INV01022,C055,2021-07-12,2021-08-13,226.56
INV01023,C058,2021-06-25,2021-07-19,4026.65
INV01024,C059,2021-06-13,2021-07-17,10352.55
INV01025,C060,2021-06-06,2021-07-07,3600.98
INV01026,C061,2021-07-22,2021-08-03,745.17
INV01027,C061,2021-07-15,2021-08-07,1117.75
INV01028,C063,2021-07-04,2021-07-14,1291.08
INV01029,C069,2021-06-19,2021-07-20,12789.27
INV01030,C074,2021-06-05,2021-07-11,4068.75
INV01031,C074,2021-06-04,2021-07-15,6103.12
INV01032,C077,2021-07-09,2021-07-29,3463.61
INV01033,C078,2021-06-20,2021-07-05,2369.55
INV01034,C079,2021-06-25,2021-07-03,7502.57
INV01035,C080,2021-06-27,2021-07-09,5144.75
INV01036,C089,2021-07-09,2021-08-10,16648.13
INV01037,C095,2021-07-04,2021-08-05,1913.94
INV01038,C095,2021-07-14,2021-08-09,2870.92
